attachment_id,title,source_export,source_url,archive_path,local_path
829,2148101442,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2148101442-1.jpg,uploads/2025/11/2148101442-1.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148101442-1.jpg
831,2148101442,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2148101442-2.jpg,uploads/2025/11/2148101442-2.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148101442-2.jpg
833,19692,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/19692.jpg,uploads/2025/11/19692.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/19692.jpg
851,favicon,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/favicon.png,uploads/2025/11/favicon.png,/home/ubuntu/webdev-static-assets/na-south-africa/favicon.png
852,cropped-favicon.png,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/cropped-favicon.png,uploads/2025/11/cropped-favicon.png,/home/ubuntu/webdev-static-assets/na-south-africa/cropped-favicon.png
1454,woocommerce-placeholder,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/woocommerce-placeholder.webp,uploads/woocommerce-placeholder.webp,/home/ubuntu/webdev-static-assets/na-south-africa/woocommerce-placeholder.webp
127,2148938724-e1763294084270,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/2148938724-e1763294084270.jpg,uploads/2025/11/2148938724-e1763294084270.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148938724-e1763294084270.jpg
128,2147770870-e1763292893626,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/2147770870-e1763292893626.jpg,uploads/2025/11/2147770870-e1763292893626.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2147770870-e1763292893626.jpg
129,2148101442-1-e1763294562253,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/2148101442-1-e1763294562253.jpg,uploads/2025/11/2148101442-1-e1763294562253.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148101442-1-e1763294562253.jpg
130,143021-e1763291423474,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/143021-e1763291423474.jpg,uploads/2025/11/143021-e1763291423474.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/143021-e1763291423474.jpg
131,helping-each-other-scaled-1,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/helping-each-other-scaled-1.jpg,uploads/sites/2/2025/11/helping-each-other-scaled-1.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/helping-each-other-scaled-1.jpg
132,19692-e1763294820786,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/19692-e1763294820786.jpg,uploads/2025/11/19692-e1763294820786.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/19692-e1763294820786.jpg
133,2151930384,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/2151930384.jpg,uploads/2025/11/2151930384.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2151930384.jpg
134,2151930388,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/2151930388.jpg,uploads/2025/11/2151930388.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2151930388.jpg
135,96081,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/96081.jpg,uploads/2025/11/96081.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/96081.jpg
136,29376,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/29376.jpg,uploads/2025/11/29376.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/29376.jpg
895,Google-Forms-Logo,narcoticsanonymouswesterncape.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wc/wp-content/uploads/sites/2/2025/11/Google-Forms-Logo.png,uploads/sites/2/2025/11/Google-Forms-Logo.png,/home/ubuntu/webdev-static-assets/na-south-africa/Google-Forms-Logo.png
