legacy_id,meeting_name,area,schedule,format,source_address,source_coordinates,legacy_geocode,address_verified,map_pin_confirmed,spelling_checked,contact_confirmed,priority,qa_status,source_url
4164,Naledi - Wednesday - 11:30,Johannesburg,Wednesday 11:30,in_person,"2 Letsatsi St, Naledi, Soweto, 1861, South Africa","-26.2590346, 27.8192081",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/naledi-wednesday-1130/
4182,Snake Park – Wednesday – 12:00,Johannesburg,Wednesday 12:00,in_person,"Azalia Ave, Soweto, 1874, South Africa","-26.237257, 27.8092432",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/snake-park-wednesday-1200/
3649,Soshanguve Meeting - Wednesday,Pretoria,Wednesday 13:00,inactive,"Soshanguve - AA, Soshanguve, 0152, South Africa","-25.503206, 28.0961737",yes,Pending,Pending,Pending,Pending,High,Not started,https://na.org.za/blog/meetings/soshanguve-meeting-wednesday-open/
3452,Green market square Express,Western Cape,Wednesday 13:05,in_person,"151 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa","-33.9228607, 18.4195143",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-5/
4415,Durbanville Wednesday Lunch,Western Cape,Wednesday 13:10,in_person,"7 Louw St, Durbanville, Cape Town, 7550, South Africa","-33.8331833, 18.6511053",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/durbanville-wednesday-lunch/
4196,Orange Farm - Wednesday - 14:00,Johannesburg,Wednesday 14:00,in_person,"1559 Link St, Orange Farm, Johannesburg, 1841, South Africa","-26.473644, 27.869512",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/orange-farm-monday-1600/
4353,Virtual Online Group (VOG),Johannesburg,Wednesday 17:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog-3/
3650,Wednesday Second Chance Meeting,Pretoria,Wednesday 17:00,inactive,"Dr Ribane Cres, Mamelodi - MD1, Pretoria, 0122, South Africa","-25.705918, 28.357379",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/wednesday-second-chance-meeting/
4047,Pimville - Wednesday - 18:00,Johannesburg,Wednesday 18:00,in_person,"11624 Mathithibala St, Pimville Zone 4, Pimville, 1809, South Africa","-26.2707289, 27.8994457",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/soweto-pimville-wednesday-1830/
4117,Noordgesig - Wednesday - 18:00,Johannesburg,Wednesday 18:00,in_person,"Central Rd, Noordgesig, Soweto, 1804, South Africa","-26.2287139, 27.9382534",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/noordgesig-wednesday-1800-2/
4239,Toekomsrus - Wednesday - 18h00,Johannesburg,Wednesday 18:00,in_person,"2 Diamant St, Toekomsrus, Randfontein, 1765, South Africa","-26.2020704, 27.7082052",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/toekomsrus-wednesdays-18h00/
4150,Vosloorus - Wednesday - 18:00,Johannesburg,Wednesday 18:00,in_person,"3859 Sebati Rd, Vosloorus, 1475, South Africa","-26.3478219, 28.1900734",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/vosloorus-wednesday-1800-2/
3453,Green Point JFT (F2F),Western Cape,Wednesday 18:00,in_person,"2 Somerset Rd, Green Point, Cape Town, 8001, South Africa","-33.9161263, 18.418842",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-3a/
4376,Salt Rock Wednesday,Kwazulu-Natal,Wednesday 18:00,in_person,"14 Garden Rd, Umhlali Beach, Ballito, 4420, South Africa","-29.5039982, 31.2330596",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/salt-rock-wednesday/
3454,Just For Today CPT - Online,Western Cape,Wednesday 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-3/
4169,Thembisa - Wednesday - 18:30,Johannesburg,Wednesday 18:30,in_person,"Congo St, Welomlambo, Thembisa, 1632, South Africa","-26.022636, 28.209684",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thembisa-na-meeting-wednesday-1830-2/
3535,Howick Wednesday,Kwazulu-Natal,Wednesday 18:30,in_person,"21 Buchanan St, Howick, 3290, South Africa","-29.4772844, 30.2192894",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/howick-wednesday-mens-meeting/
3652,Wednesday New Life Meeting,Pretoria,Wednesday 18:45,in_person,"442 Koedoesnek Ave, Waterkloof Ridge, Pretoria, 0181, South Africa","-25.8164162, 28.2473089",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/wednesday-new-life-meeting-open/
4178,Norscort - Wednesday - 19:00,Johannesburg,Wednesday 19:00,in_person,"16B Penguin Dr, Norscot, Sandton, 2055, South Africa","-26.0354488, 28.0073574",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/norscort-wednesday-1900-2/
4193,Lenasia South - Wednesday - 19:00,Johannesburg,Wednesday 19:00,in_person,"Peacock St, Lenasia South, Lenasia, 1829, South Africa","-26.3810295, 27.8440875",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/lenasia-south-wednesday-1900-3/
3455,Manenberg New Hope Meeting,Western Cape,Wednesday 19:00,in_person,"316 Manenberg Ave, Manenberg, Cape Town, 7767, South Africa","-33.997842, 18.5525082",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/manenberg-new-hope-meeting/
4451,Crosby - Wednesday - 19:00,Johannesburg,Wednesday 19:00,in_person,"65 Foyle Ave, Crosby, Johannesburg, 2092, South Africa","-26.1924941, 27.9898643",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/crosby-wednesday-1900/
4209,Boskruin - Wednesday - 19:00,Johannesburg,Wednesday 19:00,in_person,"71 CR Swart Dr, Boskruin, Randburg, 2188, South Africa","-26.0804468, 27.9462041",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/boskruin-wednesday-1900-2/
4437,Buffelsdale Wednesday Meeting,Kwazulu-Natal,Wednesday 19:00,in_person,"85 Coronation Rd, Buffelsdale, oThongathi, 4401, South Africa","-29.5840307, 31.098078",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/buffelsdale-wednesday-meeting/
3653,Wednesday Hillcrest Meeting,Pretoria,Wednesday 19:00,inactive,"St Wilfrid's Anglican Church, 96 Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa","-25.7546412, 28.2368688",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/topic-2/
4360,Spiritual Principles,Johannesburg,Wednesday 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/johannesburg-wednesday-700-pm/
3456,Knysna JFT (F2F),Western Cape,Wednesday 19:00,in_person,"Trotter St, Knysna Central, Knysna, 6570, South Africa","-34.037707, 23.0433059",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/knysna-wednesday-700-pm/
3655,"I can't, we can - Wednesday",Pretoria,Wednesday 19:00,in_person,"296 Lancia St, Lynnwood Ridge, Pretoria, 0040, South Africa","-25.7633375, 28.2978082",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/i-cant-we-can-wednesday/
3656,Wednesday Pride Meeting,Pretoria,Wednesday 19:00,in_person,"113 Monument Ave, Lyttelton Manor, Centurion, 0157, South Africa","-25.8326962, 28.204478",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/lgbt/
3457,Somerset West,Western Cape,Wednesday 19:00,in_person,"82 Firmount Road, Goede Hoop, Cape Town, 7130, South Africa","-34.0654499, 18.8365601",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/somerset-west/
3658,Proteapark Wednesday Meeting,Pretoria,Wednesday 19:00,hybrid,"25 Witstinkhout Ave, Protea Park, Rustenburg, 0305, South Africa","-25.6967838, 27.2175637",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/proteapark-wednesday-meeting-open/
4392,Secunda Recovery Group - Wednesday - 19:00,Johannesburg,Wednesday 19:00,in_person,"2 Van Eck St, Secunda, 2302, South Africa","-26.5127508, 29.1998842",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/secunda-recovery-group-wednesday-1900/
3537,City Group Wednesday,Kwazulu-Natal,Wednesday 19:00,in_person,"190 Saint Thomaslaan, Musgrave, Durban, 4001, South Africa","-29.8465841, 31.0005759",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/city-group-wednesday/
3539,Westville Wednesday,Kwazulu-Natal,Wednesday 19:00,in_person,"38 Jan Hofmeyr Rd, Grayleigh, Westville, 3629, South Africa","-29.832945, 30.921567",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/westville-wednesday/
3540,Austerville Wednesday,Kwazulu-Natal,Wednesday 19:00,in_person,"2 Petingo Grove, Austerville, Bluff, 4052, South Africa","-29.9409252, 30.9809018",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/austerville-wednesday/
3459,Milnerton Wednesdays We Can,Western Cape,Wednesday 19:20,in_person,"37 Ascot Rd, Milnerton, Cape Town, 7441, South Africa","-33.8705651, 18.4989429",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/wednesdays-we-can/
4061,Brackenhurst - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"9 Toinette St, Brackenhurst, Alberton, 1453, South Africa","-26.333922, 28.1065805",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/brackenhurst-wednesday-1930/
4066,Edenvale - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"57 6th Ave, Edenvale, 1609, South Africa","-26.1437415, 28.1521307",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/edenvale-wednesday-1930/
4072,Eldorado Park - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"Ametis St & Goud St, Eldorado Park, Soweto, 1811, South Africa","-26.292326, 27.895403",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/eldorado-park-wednesday-1930/
4076,Brixton Real Talk - Wednesday - 19:30 - Online,Johannesburg,Wednesday 19:30,online,"Brixton, Johannesburg, 2092, South Africa","-26.1925131, 27.9988462",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/brixton-real-talk/
3542,Chatsworth Wednesday - Step Work,Kwazulu-Natal,Wednesday 19:30,in_person,"369 Lenny Naidu Dr, Bayview, Durban, 4092, South Africa","-29.9176092, 30.9119898",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/chatsworth-wednesday-step-work/
3458,Miracles and Milestones,Western Cape,Wednesday 19:30,in_person,"8 Franklin Rd, Claremont, Cape Town, 7708, South Africa","-33.9815106, 18.4796306",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/miracles-milestones/
3544,NA PMB Group Wednesday,Kwazulu-Natal,Wednesday 19:30,in_person,"Swallow Rd, Belfort Estate, Pietermaritzburg, 3201, South Africa","-29.5585297, 30.3839953",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/pmb-wednesday/
3660,Laudium Serenity Group Meeting,Pretoria,Wednesday 19:30,in_person,"229 Pearl St, Laudium, Centurion, 0037, South Africa","-25.7863207, 28.107015",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/open-meeting/
4084,Northcliff - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"Pendoring Rd, Northcliff, Randburg, 2115, South Africa","-26.1358857, 27.9624488",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/northcliff-wednesday-1930/
4088,Parkhurst - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"12th St & 5th Ave, Parkhurst, Randburg, 2193, South Africa","-26.1385847, 28.0155925",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/parkhurst-wednesday-1930/
4096,Lenasia Ext.10 - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"Volta St, Lenasia, 1821, South Africa","-26.3411609, 27.8656481",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/narcotics-anonymous-lenz-ext-10/
4394,Wednesday Woodstock,Western Cape,Wednesday 19:30,in_person,"26 Dublin St, Woodstock, Cape Town, 7915, South Africa","-33.92816, 18.4526942",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/woodstock-meeting/
4108,Wanderers - Wednesday - 19:30,Johannesburg,Wednesday 19:30,in_person,"Corlett Dr, Illovo, Sandton, South Africa","-26.1329353, 28.0564179",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/wanderers-wednesday-1930-2/
3462,Wednesday Grow and Change,Western Cape,Wednesday 20:00,in_person,"55 Kreupelhout St, Lentegeur, Cape Town, 7786, South Africa","-34.03357, 18.61872",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/mitchells-plain-grow-and-change-group/
3463,Grassy Park Courage to Change,Western Cape,Wednesday 20:00,in_person,"278 7th Ave, Lotus River, Cape Town, 7805, South Africa","-34.04461, 18.5106899",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/grassy_park/
4343,Serenity@Sunrise,Johannesburg,Thursday 06:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/serenitysunrise-3/
4334,JFT Meeting,Johannesburg,Thursday 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft-online-4/
4112,Zola Soweto - Thursday - 11:30,Johannesburg,Thursday 11:30,in_person,"3131 Bolani Rd, Zola, Soweto, 1878, South Africa","-26.2485972, 27.8456092",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/zola-thursday-1130-2-2/
3464,Observatory (Observatory Express),Western Cape,Thursday 13:00,in_person,"1 Roman Rd, Observatory, Cape Town, 7925, South Africa","-33.9395081, 18.4657819",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/observatory-express/
4118,Bram Fischerville - Thursday - 16:00,Johannesburg,Thursday 16:00,in_person,"Unity Blvd, Roodepoort 237-Iq, Roodepoort 237-Iq, Roodepoort, 1725, South Africa","-26.18307, 27.86926",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/soweto-thursday-1600-2/
4128,Braam Fischer - Thursday - 16:00,Johannesburg,Thursday 16:00,in_person,"Amandla Blvd, Braamfischerville, Soweto, 1875, South Africa","-26.2053763, 27.8617807",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/braam-fischer-thursday-1600-2/
4354,Virtual Online Group (VOG),Johannesburg,Thursday 17:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog-4/
3662,Thursday Second Chance Meeting,Pretoria,Thursday 17:00,inactive,"Dr Ribane Cres, Mamelodi - MD1, Pretoria, 0122, South Africa","-25.705918, 28.357379",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thursday-second-chance-meeting/
4116,Alabama Klerksdorp - Thursday - 17:30,Johannesburg,Thursday 17:30,in_person,"86 Buitekant St, Alabama, Klerksdorp, 2577, South Africa","-26.8682917, 26.5885237",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/alabama-klerksdorp-thursday-1730/
4152,Diepkloof - Thursday - 18:00,Johannesburg,Thursday 18:00,in_person,"7644 Eben Cuyler Dr, Diepkloof Zone 1, Diepkloof, 1862, South Africa","-26.2340331, 27.9389298",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/diepkloof-thursdays-1800-2/
4167,Central Western Jabavu Soweto - Thursday - 18:00,Johannesburg,Thursday 18:00,in_person,"929 Leoatleng St, Jabavu, Soweto, 1800, South Africa","-26.2442514, 27.8760428",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/central-western-jabavu-soweto-thursday-1800-2/
4408,Klerksdorp - Thursday - 18:00,Johannesburg,Thursday 18:00,in_person,"63 Alex St, Alabama, Klerksdorp, 2577, South Africa","-26.8728027, 26.5884986",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/klerksdorp-thursday-1800/
3465,Beacon Of Hope NA,Western Cape,Thursday 18:00,in_person,"27 5th Ave, Struisbaai, 7285, South Africa","-34.7808286, 20.0345972",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/beacon-of-hope-na/
3466,Just For Today CPT - Online,Western Cape,Thursday 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/greenpoint/
4181,Riverlea - Thursday - 18:30,Johannesburg,Thursday 18:30,in_person,"108 Colorado Dr, Riverlea, Johannesburg, 2093, South Africa","-26.2123634, 27.9740255",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/riverlea-thursday-1830-2/
4191,Walkers Fruit Farms - Thursday - 18:30,Johannesburg,Thursday 18:30,in_person,"166 South Rd, Ophir AH, De Deur, 1961, South Africa","-26.5216254, 27.9896275",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/walkers-fruit-farms-thursday-1830-3/
4385,Bosmont - Thursday - 18:30 - Temp Closed,Johannesburg,Thursday 18:30,inactive,"Albertina Sisulu Rd, Bosmont, Randburg, South Africa","-26.1883629, 27.9540195",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/bosmont-thursday-1830/
3546,Hillcrest Thursday,Kwazulu-Natal,Thursday 18:30,in_person,"1A Old Main Rd, Hilldene, Hillcrest, 3610, South Africa","-29.7890833, 30.7743453",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hillcrest-thursday/
3548,Umhlanga Thursday,Kwazulu-Natal,Thursday 18:30,in_person,"6 Bruton Cl, Somerset Park, uMhlanga, 4319, South Africa","-29.7309956, 31.0577894",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/umhlanga-thursday/
3550,Margate Thursday,Kwazulu-Natal,Thursday 18:30,in_person,"Valley Rd, Uvongo, Margate, 4270, South Africa","-30.8388475, 30.3797288",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/margate-thursday/
3665,Thursday Rustenburg Meeting,Pretoria,Thursday 18:30,in_person,"Cuckoo Ave, Rustenburg, South Africa","-25.6992531, 27.2467375",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thursday-rustenburg-meeting-open/
3667,Thursday Thabazimbi Meeting,Pretoria,Thursday 18:30,inactive,"Judith St & Van Der Bijl St, Thabazimbi, 0387, South Africa","-24.5896733, 27.4085297",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thursday-thabazimbi-meeting-open/
4206,Krugersdorp - Thursday - 19:00,Johannesburg,Thursday 19:00,in_person,"29 Dippenaar Rd, Noordheuwel, Krugersdorp, 1739, South Africa","-26.08489, 27.80424",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/krugersdorp-thursday-1900-2/
3552,Tongaat Thursday,Kwazulu-Natal,Thursday 19:00,in_person,"176 Belvedere Dr, Belvedere, oThongathi, 4399, South Africa","-29.5801463, 31.0833556",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/tongaat-thursday/
3553,Umhlali Thursday,Kwazulu-Natal,Thursday 19:00,in_person,G6C8+MR oThongathi,"-29.4783125, 31.2170625",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/umhlali-tuesday-2/
3583,Sydenham Men's Meeting,Kwazulu-Natal,Thursday 19:00,in_person,"14 College Rd, Overport, Berea, 4067, South Africa","-29.8337898, 30.9911451",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/sydenham-saturday/
3669,Thursday Women's Meeting,Pretoria,Thursday 19:00,inactive,"645 Rudolf St, Constantia Park, Pretoria, 0010, South Africa","-25.8136525, 28.2779715",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/womens-meeting/
