pdf_day,pdf_region,pdf_time,pdf_name,pdf_venue_excerpt,csv_name,csv_address,name_similarity,matched
sunday,JOHANNESBURG,9 am,Sydenham - Sunday - 09:00,"27 George Ave 3:30 pm    Sunninghill - Sunday - 15:30 67 Nanyuki Rd, Sunninghill, Sandton, 2157,",Sydenham - Sunday - 09:00,"27 George Ave, Fairmount, Johannesburg, 2192, South Africa",1.25,True
sunday,JOHANNESBURG,3:30 pm,Sunninghill - Sunday - 15:30,"67 Nanyuki Rd, Sunninghill, Sandton, 2157, South Africa, 67 Nanyuki Rd 4 pm       Alexander - Sunday - 16:00",Sunninghill - Sunday - 15:30,"67 Nanyuki Rd, Sunninghill, Johannesburg, 2191, South Africa",1.25,True
sunday,JOHANNESBURG,4 pm,Alexander - Sunday - 16:00,386 E Bank Ave 4:30 pm    Senaone Soweto - Sunday - 16:30                 O 1607 Kanya Rd,Alexander - Sunday - 16:00,"386 E Bank Ave, Alexandra, 2014, South Africa",1.25,True
sunday,JOHANNESBURG,4:30 pm,Senaone Soweto - Sunday - 16:30,"1607 Kanya Rd 5:30 pm    Alabama Klerksdorp - Sunday - 17:30 86 Buitekant St, Alabama, Klerksdorp, 86",Senaone Soweto - Sunday - 16:30,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa",1.25,True
sunday,JOHANNESBURG,5:30 pm,Alabama Klerksdorp - Sunday - 17:30,"86 Buitekant St, Alabama, Klerksdorp, 86 Buitekant St 6 pm       Benmore - Sunday - 18:00",Alabama Klerksdorp - Sunday - 17:30,"86 Buitekant St, Alabama, Klerksdorp, 2577, South Africa",1.25,True
sunday,JOHANNESBURG,6 pm,Benmore - Sunday - 18:00,"1 Pam Rd 6 pm       Parkhurst - Sunday - 18:00 20A 7th Ave, Parktown North,",Benmore - Sunday - 18:00,"1 Pam Rd, Morningside, Sandton, 2057, South Africa",1.25,True
sunday,JOHANNESBURG,6 pm,Parkhurst - Sunday - 18:00,"20A 7th Ave, Parktown North, Johannesburg, 2193, 20A 7th Ave KWAZULU-NATAL: KWAZULU-NATAL",Parkhurst - Sunday - 18:00,"20A 7th Ave, Parktown North, Randburg, 2193, South Africa",1.25,True
sunday,KWAZULU-NATAL,8 am,Durban Beach Sunday,"North Beach in front of Minitown, 114 Snell Parade 11:30 am   Phoenix Sunday                                  O",Durban Beach Sunday,"114 Snell Parade, North Beach, Durban, 4001, South Africa",1.25,True
sunday,KWAZULU-NATAL,11:30 am,Phoenix Sunday,"Phoenix Victory Center, 132 4 pm       Hillcrest Sunday                                O Hillcrest Presbyterian Family Church, 1A",Phoenix Sunday,"132, 134 Southbury Ave, Eastbury, Phoenix, 4068, South Africa",1.25,True
sunday,KWAZULU-NATAL,4 pm,Hillcrest Sunday,"Hillcrest Presbyterian Family Church, 1A Old Main Rd 4:30 pm    Park Rynie Sunday                               O",Hillcrest Sunday,"1A Old Main Rd, Hilldene, Hillcrest, 3610, South Africa",1.25,True
sunday,KWAZULU-NATAL,4:30 pm,Park Rynie Sunday,"Berachah Church, 512 2nd St 4:30 pm    Toti Sunday Steps Meeting                      EN St Mary’s Anglican Church, 157 Kingsway",Park Rynie Sunday,"512 2nd St, Park Rynie, 4182, South Africa",1.25,True
sunday,KWAZULU-NATAL,4:30 pm,Toti Sunday Steps Meeting,"St Mary’s Anglican Church, 157 Kingsway Rd 5 pm       Merebank Sunday                              EN, O",Toti Sunday Steps Meeting,"157 Kingsway Rd, eManzimtoti, 4126, South Africa",1.25,True
sunday,KWAZULU-NATAL,5 pm,Merebank Sunday,"Merebank Secondary, Juggernaut Rd 6 pm       Tongaat Sunday                                  O Shrimati Anandben Desai Pre-Primary",Merebank Sunday,"Juggernaut Rd, Merebank East, Bluff, 4052, South Africa",1.25,True
sunday,KWAZULU-NATAL,6 pm,Tongaat Sunday,"Shrimati Anandben Desai Pre-Primary School, 2 Canary Cres 6:30 pm    Morningside Sunday                              O",Tongaat Sunday,"2 Canary Cres, Buffelsdale, oThongathi, 4401, South Africa",1.25,True
sunday,KWAZULU-NATAL,6:30 pm,Morningside Sunday,"Girl Guide Hall, 3 Lumsden Cres PRETORIA: PRETORIA 4 pm       Sunday Afrikaans Meeting                        O",Morningside Sunday,"3 Lumsden Cres, Morningside, Berea, 4001, South Africa",1.25,True
sunday,PRETORIA,4 pm,Sunday Afrikaans Meeting,"Waterkloof Ridge, 449 Ridgeview Rd WESTERN CAPE: CAPE TOWN 4 am       CT Women’s Meeting",Sunday Afrikaans Meeting,"449 Ridgeview Rd, Waterkloof Ridge, Pretoria, 0181, South Africa",1.25,True
sunday,CAPE TOWN,4 am,CT Women’s Meeting,"1st Rosebank Air Scouts Hall, Campground Rd 4 pm       CT Women’s Meeting 2026",CT Women’s Meeting,"Campground Rd, Rosebank, Cape Town, 7700, South Africa",1.25,True
sunday,CAPE TOWN,4 pm,CT Women’s Meeting 2026,"1st Rosebank Air Scouts Hall, Campground Rd 4 pm       CT Women’s Meeting 2026",CT Women’s Meeting 2026,"Campground Rd, Rosebank, Cape Town, 7700, South Africa",1.25,True
sunday,CAPE TOWN,4 pm,CT Women’s Meeting 2026,"1st Rosebank Air Scouts Hall, Campground Rd WESTERN CAPE: WESTERN CAPE",CT Women’s Meeting 2026,"Campground Rd, Rosebank, Cape Town, 7700, South Africa",1.25,True
sunday,WESTERN CAPE,9 am,Sea Point Living Clean,"Sea Point High School, Norfolk Rd 3 pm       Hanover Park (Get Back Up)                     EN Hanover Park Community Center, 0A",Sea Point Living Clean,"Norfolk Rd, Sea Point, Cape Town, 8060, South Africa",1.25,True
sunday,WESTERN CAPE,3 pm,Hanover Park (Get Back Up),"Hanover Park Community Center, 0A Hanover Park Ave 5 pm       Plettenberg Bay (Share / Topic Meeting)",Hanover Park (Get Back Up),"0A Hanover Park Ave, Hanover Park, Cape Town, 7782, South Africa",1.25,True
sunday,WESTERN CAPE,5 pm,Plettenberg Bay (Share / Topic Meeting),"Sunday House Of Steps, Plettenberg Bay, 11 Green Point Ave",Plettenberg Bay (Share / Topic Meeting) Sunday,"11 Green Point Ave, Plettenberg Bay, 6600, South Africa",1.159,True
sunday,,5 pm,Sunday Serenity,"Mountain View Baptist Church, 24 Service Rd 5 pm   Blouberg Sunday night",Sunday Serenity,"24 Service Rd, Muizenberg, Cape Town, 7945, South Africa",1.25,True
sunday,,5 pm,Blouberg Sunday night,"Table View Neighborhood Watch Headquarters, Soccer Clb",Blouberg Sunday night,"Soccer Clb, Table View, Cape Town, 7439, South Africa",1.25,True
monday,JOHANNESBURG,10 am,Klerksdorp - Monday - 10:00,"Alabama Grace Community Church, 63 Alex St 6 pm      Senaone Soweto - Monday - 18:00",Klerksdorp - Monday - 10:00,"63 Alex St, Alabama, Klerksdorp, 2577, South Africa",1.25,True
monday,JOHANNESBURG,6 pm,Senaone Soweto - Monday - 18:00,"1607 Kanya Road and Umthwalume Street.Senaone. Mvezo community center, Makhetha St",Senaone Soweto - Monday - 18:00,"Makhetha St, Protea North, Soweto, 1815, South Africa",1.25,True
monday,JOHANNESBURG,6 pm,Phefeni Soweto - Monday - 18:00,"Phefeni Recreation Center 12764 funani street Orlando wes, Funani St 6:30 pm   Kempton Park - Monday - 18:30",Phefeni Soweto - Monday - 18:00,"Funani St, Orlando, Soweto, 1804, South Africa",1.25,True
monday,JOHANNESBURG,6:30 pm,Kempton Park - Monday - 18:30,"133 Plane Road, Spartan, Kempton Park, 1619, 133 Plane Rd 6:30 pm   Florida - Monday - 18:30",Kempton Park - Monday - 18:30,"133 Plane Rd, Spartan, Kempton Park, 1619, South Africa",1.25,True
monday,JOHANNESBURG,6:30 pm,Florida - Monday - 18:30,"43 Madeline St, Florida, Roodepoort, 1709, 43 Madeline St 7 pm      Weltevreden Park - Monday - 19:00",Florida - Monday - 18:30,"43 Madeline St, Florida, Roodepoort, 1710, South Africa",1.25,True
monday,JOHANNESBURG,7 pm,Weltevreden Park - Monday - 19:00,"1140 Cornelius St, Weltevredenpark, Roodepoort, 1709, South Africa, 1140 Cornelius St",Weltevreden Park - Monday - 19:00,"1140 Cornelius St, Weltevredenpark, Johannesburg, 1709, South Africa",1.25,True
monday,JOHANNESBURG,7 pm,Vanderbijlpark - Monday - 19:00,"90 Abraham St, Mantervrede AH, Vanderbijlpark, 1900, 90 Abraham St 7:30 pm   Brackenhurst - Monday - 19:30                     O",Vanderbijlpark - Monday - 19:00,"90 Abraham St, Mantervrede AH, Vanderbijlpark, South Africa",1.25,True
monday,JOHANNESBURG,7:30 pm,Brackenhurst - Monday - 19:30,"(BRACKENHURST METHODIST CHURCH) 9 Toinette St, Brackenhurst, Alberton, 1453, South Africa, 9 Toinette St",Brackenhurst - Monday - 19:30,"9 Toinette St, Brackenhurst, Alberton, 1453, South Africa",1.25,True
monday,JOHANNESBURG,7:30 pm,Norscot - Monday - 19:30,"16b Penguin Dr, Norscot, Fourways, Sandton, 2055, 16B Penguin Dr 7:30 pm   Rosebank - Monday - 19:30",Norscot - Monday - 19:30,"16B Penguin Dr, Norscot, Sandton, 2055, South Africa",1.25,True
monday,JOHANNESBURG,7:30 pm,Rosebank - Monday - 19:30,"68 7th Ave, Parktown North, 68 7th Ave 7:30 pm   Edenvale - Monday - 19:30 92 Voortrekker Ave, Edenvale, 1609, 92",Rosebank - Monday - 19:30,"68 7th Ave, Parktown North, Randburg, 2193, South Africa",1.25,True
monday,JOHANNESBURG,7:30 pm,Edenvale - Monday - 19:30,"92 Voortrekker Ave, Edenvale, 1609, 92 Voortrekker Ave 8 pm      Lenasia - Monday- 20:00",Edenvale - Monday - 19:30,"92 Voortrekker Ave, Edenvale, 1609, South Africa",1.25,True
monday,JOHANNESBURG,8 pm,Lenasia - Monday- 20:00,"5 Suikerbos Street, Lenasia, 5 Suikerbos St 8 pm      Thames House - Monday - 20:00                     O Thames House, Hope St, City Power",Lenasia - Monday- 20:00,"5 Suikerbos St, Lenasia, 1821, South Africa",1.25,True
monday,JOHANNESBURG,8 pm,Thames House - Monday - 20:00,"Thames House, Hope St, City Power Complex, Hope St KWAZULU-NATAL: KWAZULU-NATAL",Thames House - Monday - 20:00,"Hope St, Roodepoort 302-Iq, 1829, South Africa",1.25,True
monday,KWAZULU-NATAL,6:30 pm,Durban North Monday,"Durban North Methodist Church, 3 Swapo Rd 7 pm      Phoenix Monday                                    O",Durban North Monday,"3 Swapo Rd, Durban North, 4051, South Africa",1.25,True
monday,KWAZULU-NATAL,7 pm,Phoenix Monday,"Berea Church, 14 Grandmore Rd 7 pm      Umbilo Monday                                     O Umbilo Methodist Church, 55 Bartle Rd",Phoenix Monday,"14 Grandmore Rd, Grove End, Phoenix, 4068, South Africa",1.25,True
monday,KWAZULU-NATAL,7 pm,Umbilo Monday,"Umbilo Methodist Church, 55 Bartle Rd 7 pm      Austerville Monday                            LIT, O Wings of Love Building, 2 Petingo Grove",Umbilo Monday,"55 Bartle Rd, Umbilo, Berea, 4075, South Africa",1.25,True
monday,KWAZULU-NATAL,7 pm,Austerville Monday,"Wings of Love Building, 2 Petingo Grove 7:30 pm   Chatsworth Monday                                 O Nelson Mandela Youth Centre, 14 Joyhurst",Austerville Monday,"2 Petingo Grove, Austerville, Bluff, 4052, South Africa",1.25,True
monday,KWAZULU-NATAL,7:30 pm,Chatsworth Monday,"Nelson Mandela Youth Centre, 14 Joyhurst St 7:30 pm   Newlands East Monday                              O",Chatsworth Monday,"14 Joyhurst St, Westcliff, Chatsworth, 4092, South Africa",1.25,True
monday,KWAZULU-NATAL,7:30 pm,Newlands East Monday,"Newlands East Library, Garrick Cres PRETORIA: MALEBITSA 7 pm      Monday Rustenburg Meeting                         O",Newlands East Monday,"Garrick Cres, Newlands East, 4037, South Africa",1.25,True
monday,MALEBITSA,7 pm,Monday Rustenburg Meeting,"Rustenburg, Unnamed Rd PRETORIA: PRETORIA 10 am     Hammanskraal Meeting - Monday                     O",Monday Rustenburg Meeting,"Unnamed Rd, Malebitsa, South Africa",1.25,True
monday,PRETORIA,10 am,Hammanskraal Meeting - Monday,"Hammanskraal, 2875 Molefe Makinta Rd",Hammanskraal Meeting - Monday,"2875 Molefe Makinta Rd, Kudube Unit 2, Temba, 0400, South Africa",1.25,True
monday,PRETORIA,7 pm,Monday Garsfontein Meeting,"Garsfontein, Hilda Botha St 7 pm      Monday Lyttleton                               O Lyttleton, 113 Monument Ave",Monday Garsfontein Meeting,"Hilda Botha St, Garsfontein, Pretoria, 0042, South Africa",1.25,True
monday,PRETORIA,7 pm,Monday Lyttleton,"Lyttleton, 113 Monument Ave 7 pm      Monday Montana Meeting                         O Montana, 435 3rd Rd",Monday Lyttleton,"113 Monument Ave, Lyttelton Manor, Centurion, 0157, South Africa",1.25,True
monday,PRETORIA,7 pm,Monday Montana Meeting,"Montana, 435 3rd Rd WESTERN CAPE: WESTERN CAPE 1:05 pm   Green market square Express",Monday Montana Meeting,"435 3rd Rd, Montana, Pretoria, 0187, South Africa",1.25,True
monday,WESTERN CAPE,1:05 pm,Green market square Express,"Methodist Church, Burg Street, 151 Longmarket St 6 pm      Green Point JFT (F2F)",Green market square Express,"151 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa",1.25,True
monday,WESTERN CAPE,6 pm,Green Point JFT (F2F),"Salesians Institute, 2 Somerset Rd 7 pm      Blouberg - Surrender to Monday 3 Batavia Rd",Green Point JFT (F2F),"2 Somerset Rd, Green Point, Cape Town, 8001, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Blouberg - Surrender to Monday,3 Batavia Rd 7 pm      Delft Against All Odds Delft Civic c/o Delft and Voorbrug Main,Blouberg - Surrender to Monday,"3 Batavia Rd, Bloubergstrand, Cape Town, 7436, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Delft Against All Odds,"Delft Civic c/o Delft and Voorbrug Main Road, Voorbrug Rd 7 pm      City Bowl",Delft Against All Odds,"Voorbrug Rd, Delft, Cape Town, 7100, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,City Bowl,"GROOTE KERK Sentrum, 55 Kloof St 7 pm      Plettenberg Bay (Share / Topic Meeting) House Of Steps, Plettenberg Bay, 11 Green",City Bowl,"55 Kloof St, Gardens, Cape Town, 8001, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Plettenberg Bay (Share / Topic Meeting),"House Of Steps, Plettenberg Bay, 11 Green Point Ave 7 pm      Mosselbay",Plettenberg Bay (Share / Topic Meeting),"11 Green Point Ave, Plettenberg Bay, 6600, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Mosselbay,"Methodist Church, off Marsh Street, Queen St 7 pm      Constantia Monday                              O",Mosselbay,"Queen St, Kwanonqaba, Mossel Bay, 6506, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Constantia Monday,"ST Martin's Anglican Church, 17 Silverhurst Way 7 pm      Stellenbosch",Constantia Monday,"17 Silverhurst Way, Bergvliet, Cape Town, 7945, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,Stellenbosch,"St. Mark's Catholic Church, 4 Rustenburg Way 7 pm      NA Hermanus",Stellenbosch,"4 Rustenburg Way, Idasvallei, Stellenbosch, 7609, South Africa",1.25,True
monday,WESTERN CAPE,7 pm,NA Hermanus,"United Church, Hermanus, 13 Royal St 7:15 pm   Gordon's Bay Monday Night NG Gemeente, Gordon's bay, 87 Beach Rd",NA Hermanus,"13 Royal St, Hermanus, 7200, South Africa",1.25,True
monday,WESTERN CAPE,7:15 pm,Gordon's Bay Monday Night,"NG Gemeente, Gordon's bay, 87 Beach Rd 7:30 pm   Bonteheuwel Meeting Bonteheuwel Multi-Purpose Centre, Elder",Gordon's Bay Monday Night,"87 Beach Rd, Gordons Bay Central, Cape Town, 7151, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,Bonteheuwel Meeting,"Bonteheuwel Multi-Purpose Centre, Elder St & Jakkalsvlei Ave 7:30 pm   Durbanville Together We Can",Bonteheuwel Meeting,"Elder St &amp; Jakkalsvlei Ave, Bonteheuwel, Cape Town, 7764, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,Durbanville Together We Can,"Durbanville Presbyterian Church, Cnr Louw St and Hafele St. Durbanville., 5 Louw St",Durbanville Together We Can,"5 Louw St, Durbanville, Cape Town, 7550, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,Lansdowne Searching and Fearless,"Moravian Church School, 63 Church St 7:30 pm   Blue Monday Steenberg                         LIT Mountain View Baptist Church, 24 Service",Lansdowne Searching and Fearless,"63 Church St, Lansdowne, Cape Town, 7780, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,Blue Monday Steenberg,"Mountain View Baptist Church, 24 Service Rd 7:30 pm   No Matter What                                LIT",Blue Monday Steenberg,"24 Service Rd, Muizenberg, Cape Town, 7945, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,No Matter What,"Observatory Community Centre Hall, Rawson St & Collingwood Rd 7:30 pm   Carrying the Message",No Matter What,"Rawson St &amp; Collingwood Rd, Observatory, Cape Town, 7925, South Africa",1.25,True
monday,WESTERN CAPE,7:30 pm,Carrying the Message,"St. Marks Church, Southfield, 9 Cassino Rd",Carrying the Message,"9 Cassino Rd, Plumstead, Cape Town, 7801, South Africa",1.25,True
tuesday,JOHANNESBURG,11:30 am,Zola Soweto - Tuesday - 11:30,"3131 Bolani Rd, Zola, Soweto, 1878, 3131 Bolani Rd Noon       Protea Glen - Tuesday - 12:00                    O",Zola Soweto - Tuesday - 11:30,"3131 Bolani Rd, Zola, Soweto, 1878, South Africa",1.25,True
tuesday,JOHANNESBURG,4 pm,Bram Fischerville - Tuesday - 16:00,"5634 Unity Boulevard ext 2, Bram Fischerville, Unity Blvd 4 pm       Braam Fischer - Tuesday - 16:00",Bram Fischerville - Tuesday - 16:00,"Unity Blvd, Roodepoort 237-Iq, Roodepoort 237-Iq, Roodepoort, 1725, South Africa",1.25,True
tuesday,JOHANNESBURG,4 pm,Braam Fischer - Tuesday - 16:00,"Braamficher phase 1 amandla boulevard, Amandla Blvd 5:30 pm    Alabama Klerksdorp - Tuesday - 17:30",Braam Fischer - Tuesday - 16:00,"Amandla Blvd, Braamfischerville, Soweto, 1875, South Africa",1.25,True
tuesday,JOHANNESBURG,5:30 pm,Alabama Klerksdorp - Tuesday - 17:30,"86 Buitekant St, Alabama, Klerksdorp, 86 Buitekant St 6 pm       Fochville - Tuesday - 18:00",Alabama Klerksdorp - Tuesday - 17:30,"86 Buitekant St, Alabama, Klerksdorp, 2577, South Africa",1.25,True
tuesday,JOHANNESBURG,6 pm,Fochville - Tuesday - 18:00,"25 vrede street, fochville, 25 Vrede St 6 pm       Boskruin - Tuesday - 18:00                       O Akeso Crescent clinic President Fouche Dr,",Fochville - Tuesday - 18:00,"25 Vrede St, Fochville, 2515, South Africa",1.25,True
tuesday,JOHANNESBURG,6 pm,Boskruin - Tuesday - 18:00,"Akeso Crescent clinic President Fouche Dr, Boskruin, Hawken Ave & President Fouche Dr",Boskruin - Tuesday - 18:00,"Hawken Ave &amp; President Fouche Dr, Boskruin, Randburg, 2188, South Africa",1.25,True
tuesday,JOHANNESBURG,6 pm,Mapetla - Tuesday - 18:00,"Mabewana Primary School, 1864 Pilane St 7 pm       Krugersdorp - Tuesday - 19:00 (Real life Church) 86 Viljoen St,",Mapetla - Tuesday - 18:00,"1864 Pilane St, Molapo, Soweto, 1818, South Africa",1.25,True
tuesday,JOHANNESBURG,7 pm,Krugersdorp - Tuesday - 19:00,"(Real life Church) 86 Viljoen St, Krugersdorp North, Krugersdorp, 1740, 86 Viljoen St",Krugersdorp - Tuesday - 19:00,"86 Viljoen St, Krugersdorp North, Krugersdorp, 1740, South Africa",1.25,True
tuesday,JOHANNESBURG,7 pm,Brakpan - Tuesday - 19:00,"134 Gardiner street Brakpan 1540, 134 Gardiner St 7 pm       Fairlands - Tuesday - 19:00",Brakpan - Tuesday - 19:00,"134 Gardiner St, Brakpan, 1540, South Africa",1.25,True
tuesday,JOHANNESBURG,7 pm,Fairlands - Tuesday - 19:00,"152 Market Street, Fairlands, 152 Market St 7 pm       Kyalami - Tuesday - 19:00",Fairlands - Tuesday - 19:00,"152 Market St, Fairland, Johannesburg, 2030, South Africa",1.25,True
tuesday,JOHANNESBURG,7 pm,Kyalami - Tuesday - 19:00,"Gracepoint Church, 125 Duncan Rd 7:30 pm    Benmore - Tuesday - 19:30 1 Pam Rd",Kyalami - Tuesday - 19:00,"125 Duncan Rd, Glenferness AH, Johannesburg, 2021, South Africa",1.25,True
tuesday,JOHANNESBURG,7:30 pm,Benmore - Tuesday - 19:30,"1 Pam Rd 7:30 pm    Waverley - Tuesday - 19:30 18 High Rd, Orchards, Johannesburg,",Benmore - Tuesday - 19:30,"1 Pam Rd, Morningside, Sandton, 2057, South Africa",1.25,True
tuesday,JOHANNESBURG,7:30 pm,Waverley - Tuesday - 19:30,"18 High Rd, Orchards, Johannesburg, 2192, 18 High Rd 7:30 pm    Fourways - Tuesdays - 19:30",Waverley - Tuesday - 19:30,"18 High Rd, Orchards, Johannesburg, 2192, South Africa",1.25,True
tuesday,JOHANNESBURG,7:30 pm,Fourways - Tuesdays - 19:30,"31 Richard Rd, Kengies, Sandton, 2055, 31 Richard Rd 7:30 pm    Randburg - Tuesday - 19:30                     LIT",Fourways - Tuesdays - 19:30,"31 Richard Rd, Fourways, Sandton, 2191, South Africa",1.25,True
tuesday,JOHANNESBURG,7:30 pm,Randburg - Tuesday - 19:30,"6 Brink St, Bryanbrink, Randburg, 2194 Johannesburg, South Africa, 6 Brink St 7:30 pm    Alberton - Tuesday - 19:30",Randburg - Tuesday - 19:30,"6 Brink St, Bryanbrink, Randburg, 2194, South Africa",1.25,True
tuesday,JOHANNESBURG,7:30 pm,Alberton - Tuesday - 19:30,"Alberton Civic Center, 3rd floor. Alwyn taljaard Ave, New Redruth, Alberton, 1449, South Africa, Alwyn Taljaard Ave",Alberton - Tuesday - 19:30,"Alwyn Taljaard Ave, New Redruth, Alberton, 1449, South Africa",1.25,True
tuesday,JOHANNESBURG,8 pm,Ennerdale - Tuesday - 20:00,243 6th Ave KWAZULU-NATAL: KWAZULU-NATAL 7 pm       Umhlali Tuesday                                  O,Ennerdale - Tuesday - 20:00,"243 6th Ave, Mid-Ennerdale, Johannesburg, 1830, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7 pm,Umhlali Tuesday,"Christ Church North Coast, G6C8+MR oThongathi 7 pm       Phoenix Tuesday                                  O",Umhlali Tuesday,G6C8+MR oThongathi,1.25,True
tuesday,KWAZULU-NATAL,7 pm,Phoenix Tuesday,"Foresthaven Secondary School, 205 Canehaven Dr 7 pm       Kloof Tuesday                                    O",Phoenix Tuesday,"205 Canehaven Dr, Foresthaven, Phoenix, 4068, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7 pm,Kloof Tuesday,"Olive Tree Church Kloof, 36 Village Rd",Kloof Tuesday,"36 Village Rd, Kloof, 3640, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7 pm,Pennington Tuesday,"Pennington Methodist Church,, Gumtree Rd & Pennington Dr 7 pm      Tongaat Tuesday                                O",Pennington Tuesday,"Gumtree Rd &amp; Pennington Dr, Pennington, 4184, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7 pm,Tongaat Tuesday,"Shrimati Anandben Desai Pre-Primary School, 2 Canary Cres 7 pm      Amanzimtoti Tuesday                            O",Tongaat Tuesday,"2 Canary Cres, Buffelsdale, oThongathi, 4401, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7 pm,Amanzimtoti Tuesday,"St Mary’s Anglican Church, 157 Kingsway Rd 7:30 pm   PMB Midlands Tuesday                           O",Amanzimtoti Tuesday,"157 Kingsway Rd, eManzimtoti, 4126, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7:30 pm,PMB Midlands Tuesday,"40 Gaysingh Rd 7:30 pm   Redhill Tuesday                                O Redhill Public Library, 8 Firwood Rd",PMB Midlands Tuesday,"40 Gaysingh Rd, Northdale, Pietermaritzburg, 3201, South Africa",1.25,True
tuesday,KWAZULU-NATAL,7:30 pm,Redhill Tuesday,"Redhill Public Library, 8 Firwood Rd 7:30 pm   Vision of Hope Bluff Group                     O St Barnabus Church, 936 Bluff Rd",Redhill Tuesday,"8 Firwood Rd, Greenwood Park, Durban North, 4051, South Africa",1.25,True
